date,temperature,humidity,wind_speed,cloud_cover,solar_irradiance,total_yield
2020-03-25,29.282,74.283,1.522,58.293,514.043,204.553
2020-03-26,29.042,88.37,2.231,45.033,757.468,360.854
2020-03-27,34.321,84.402,1.985,67.29,629.293,883.597
2020-03-28,32.097,85.459,1.871,71.676,759.918,938.589
2020-03-29,32.224,93.634,2.752,69.736,639.634,342.41
2020-03-30,30.537,79.343,2.338,54.618,432.352,548.252
2020-03-31,34.272,84.628,2.733,43.124,504.402,853.717
2020-04-01,28.606,87.104,2.01,44.344,710.238,271.962
2020-04-02,31.433,80.56,2.542,78.788,566.34,416.482
2020-04-03,29.498,72.648,1.504,79.902,613.398,873.913
2020-04-04,33.507,80.78,1.374,45.021,750.848,377.345
2020-04-05,31.57,85.762,1.533,59.104,491.503,668.127
2020-04-06,30.937,80.442,1.685,57.775,664.021,290.564
2020-04-07,31.708,83.078,1.336,54.347,438.503,470.063
2020-04-08,32.839,80.413,2.673,44.692,536.641,900.253
2020-04-09,33.95,91.644,1.19,72.207,674.845,290.149
2020-04-10,31.391,83.384,1.062,52.169,624.529,673.573
2020-04-11,29.04,94.124,2.295,49.889,743.006,725.627
2020-04-12,30.451,74.055,2.643,67.629,432.453,425.986
2020-04-13,28.086,91.462,2.021,76.97,536.045,614.295
2020-04-14,30.514,79.681,1.216,77.065,670.536,684.431
2020-04-15,32.222,80.596,1.13,47.606,599.42,306.539
2020-04-16,30.239,88.117,1.516,54.184,684.488,824.18
2020-04-17,29.185,76.961,2.498,54.771,500.947,558.366
2020-04-18,30.215,77.751,1.221,78.712,560.633,687.087
2020-04-19,29.641,75.651,2.715,61.712,400.688,687.346
2020-04-20,29.499,78.752,1.46,48.754,532.255,680.133
2020-04-21,30.583,93.318,1.879,54.78,711.701,929.144
2020-04-22,29.976,94.041,1.469,45.327,771.633,905.143
2020-04-23,31.542,94.434,1.448,48.836,592.835,296.53
2020-04-24,29.674,77.546,2.74,68.918,447.454,671.844
2020-04-25,33.979,88.848,1.567,60.623,588.413,950.882
2020-04-26,28.635,77.514,2.939,54.943,778.797,734.909
2020-04-27,33.852,85.507,1.753,71.341,780.793,581.847
2020-04-28,34.289,90.946,2.867,56.53,629.235,769.038
2020-04-29,32.618,71.58,1.629,66.934,512.985,803.238
2020-04-30,33.104,71.625,2.874,68.234,702.781,875.006
2020-05-01,33.912,82.903,2.229,48.812,700.229,385.325
2020-05-02,33.293,83.416,2.283,54.777,511.607,398.843
2020-05-03,31.833,72.646,2.581,57.839,516.674,533.001
2020-05-04,28.236,87.332,1.312,48.685,507.619,272.783
2020-05-05,35.754,93.675,2.587,74.637,412.987,950.188
2020-05-06,29.295,78.218,2.322,41.36,581.815,692.178
2020-05-07,31.236,89.367,2.454,65.115,594.857,693.232
2020-05-08,29.048,71.391,2.367,52.789,727.116,704.528
2020-05-09,31.805,81.546,1.968,58.053,536.861,964.385
2020-05-10,35.966,74.55,1.599,64.124,432.085,856.593
2020-05-11,29.517,79.771,1.053,74.858,591.321,448.023
2020-05-12,28.007,86.937,1.866,63.837,733.13,444.765
2020-05-13,28.356,83.96,1.585,62.958,672.229,554.916
2020-05-14,34.375,89.044,1.917,65.523,518.116,234.823
2020-05-15,35.115,76.411,1.334,79.507,763.11,256.203
2020-05-16,35.255,77.362,2.915,59.328,578.086,950.978
2020-05-17,29.97,88.54,2.851,43.949,521.932,334.832
2020-05-18,31.049,76.576,1.643,62.333,458.077,227.809
2020-05-19,32.152,74.794,2.97,41.286,524.157,835.822
2020-05-20,33.654,72.314,2.693,48.224,452.18,772.166
2020-05-21,35.509,89.974,2.539,64.557,534.996,679.669
2020-05-22,28.672,89.729,1.954,52.185,775.077,875.377
2020-05-23,29.226,79.746,1.118,71.258,518.127,939.094
2020-05-24,29.167,91.351,2.811,60.633,606.99,885.997
2020-05-25,29.748,93.235,2.909,44.92,478.71,821.301
2020-05-26,32.442,84.741,2.159,48.994,576.135,712.044
2020-05-27,34.542,70.847,2.586,62.72,786.576,581.565
2020-05-28,31.562,77.003,1.075,50.326,455.438,200.533
2020-05-29,32.046,70.859,2.67,49.98,784.813,499.113
2020-05-30,33.235,91.59,2.367,73.822,449.281,795.031
2020-05-31,33.804,84.42,2.691,77.107,628.659,239.567
2020-06-01,34.118,77.184,1.284,66.744,574.251,501.861
2020-06-02,30.157,78.944,1.572,42.292,682.27,941.123
2020-06-03,33.723,86.577,1.502,67.513,680.884,906.508
2020-06-04,35.229,74.143,2.597,63.051,622.103,894.017
2020-06-05,33.0,92.4,1.85,54.561,515.133,919.34
2020-06-06,35.897,77.325,2.582,45.715,548.335,331.963
2020-06-07,31.665,89.756,2.243,65.471,620.691,426.412
2020-06-08,31.317,91.678,1.683,41.7,716.412,288.65
2020-06-09,31.883,88.309,2.205,77.466,526.774,263.823
2020-06-10,34.816,89.588,2.617,68.127,696.027,201.648
2020-06-11,31.565,76.851,1.39,78.031,666.168,809.426
2020-06-12,34.776,90.71,1.853,40.852,535.304,566.936
2020-06-13,28.663,81.072,1.113,44.357,649.76,478.074
2020-06-14,32.815,73.405,2.249,69.013,608.755,626.904
2020-06-15,28.514,73.807,1.353,51.063,595.142,736.174
2020-06-16,35.335,94.767,2.771,72.494,697.696,379.588
2020-06-17,30.878,84.541,1.693,75.714,403.576,786.17
2020-06-18,30.785,92.704,2.891,53.175,570.472,496.147
2020-06-19,34.245,77.436,2.998,59.559,773.925,231.962
2020-06-20,33.169,88.266,1.178,45.064,605.47,384.72
2020-06-21,35.672,70.113,2.425,77.732,675.419,254.243
2020-06-22,28.871,82.839,1.898,60.534,512.815,750.307
2020-06-23,29.278,83.98,2.116,69.596,794.464,214.885
2020-06-24,34.052,94.812,2.191,44.394,625.745,555.929
2020-06-25,32.765,87.164,2.103,61.274,715.533,228.487
2020-06-26,28.36,89.454,2.826,68.866,680.07,749.264
2020-06-27,31.835,75.578,1.069,70.207,435.668,334.395
2020-06-28,32.263,72.879,1.224,69.328,400.001,613.309
2020-06-29,28.052,86.669,2.164,77.636,797.271,426.597
2020-06-30,34.316,85.692,2.901,70.801,702.169,364.152
2020-07-01,31.314,92.627,1.468,49.293,528.32,518.153
2020-07-02,30.958,80.514,2.246,60.371,483.763,481.229
2020-07-03,31.866,73.834,2.627,61.273,410.286,647.491
2020-07-04,31.158,83.441,1.839,46.599,713.967,903.856
2020-07-05,32.912,83.778,1.782,43.222,779.128,783.1
2020-07-06,28.525,72.757,2.071,64.235,786.81,816.521
2020-07-07,29.317,78.378,2.871,47.443,594.463,513.611
2020-07-08,31.907,84.383,1.084,53.448,406.566,781.58
2020-07-09,32.274,72.581,1.202,54.445,564.483,265.858
2020-07-10,35.272,70.944,1.146,61.914,673.511,687.585
2020-07-11,32.197,87.231,2.431,52.011,511.717,404.846
2020-07-12,35.879,82.206,1.072,48.231,411.158,410.404
2020-07-13,31.131,86.043,1.254,63.317,572.078,381.594
2020-07-14,35.468,88.175,2.728,77.429,597.037,360.331
2020-07-15,30.15,94.029,2.592,70.354,425.798,739.633
2020-07-16,28.41,72.171,2.997,65.725,498.936,300.573
2020-07-17,29.732,77.62,1.511,78.711,762.068,362.855
2020-07-18,29.652,87.794,2.029,40.178,501.964,528.416
2020-07-19,31.333,70.563,1.407,72.867,489.112,931.982
2020-07-20,34.395,83.144,1.724,64.283,541.846,272.507
2020-07-21,35.001,91.055,2.166,78.502,402.21,851.777
2020-07-22,28.961,76.022,1.44,66.067,611.533,687.032
2020-07-23,32.438,83.773,2.754,72.26,708.676,747.168
2020-07-24,34.926,93.098,2.129,57.445,427.233,210.895
2020-07-25,28.091,75.624,2.729,66.895,594.491,728.123
2020-07-26,34.321,81.865,2.551,68.097,609.028,828.395
2020-07-27,34.005,74.53,1.371,43.804,578.692,528.953
2020-07-28,35.974,80.406,2.851,79.425,450.866,218.321
2020-07-29,34.901,76.059,1.534,73.573,496.778,881.752
2020-07-30,31.217,82.146,2.925,57.713,557.101,285.85
2020-07-31,33.483,87.481,2.848,60.105,759.221,301.616
2020-08-01,31.31,74.521,2.764,62.301,766.878,739.566
2020-08-02,28.124,76.836,2.379,67.061,641.732,801.443
2020-08-03,32.227,76.18,2.903,50.837,739.693,885.812
2020-08-04,30.916,79.191,1.116,71.777,574.549,694.399
2020-08-05,35.571,76.463,2.518,68.743,567.378,328.421
2020-08-06,32.642,94.194,2.547,43.537,688.862,441.856
2020-08-07,29.861,73.543,2.087,67.446,446.777,915.003
2020-08-08,31.094,88.542,2.271,41.788,607.385,213.582
2020-08-09,28.047,74.546,2.044,59.245,780.77,782.174
2020-08-10,32.258,86.231,2.625,51.3,570.813,565.282
2020-08-11,32.69,80.195,1.149,62.613,520.925,644.425
2020-08-12,29.157,92.208,2.807,54.79,574.179,842.569
2020-08-13,29.257,88.726,1.598,50.204,788.547,887.481
2020-08-14,34.862,81.915,2.321,46.502,500.372,336.669
2020-08-15,33.77,88.281,2.822,61.229,656.381,337.137
2020-08-16,28.185,71.832,1.932,45.116,674.385,802.052
2020-08-17,29.192,87.057,2.005,44.106,467.909,499.958
2020-08-18,35.091,83.035,2.416,50.044,758.343,428.279
2020-08-19,29.217,86.43,1.867,51.95,454.701,705.031
2020-08-20,32.303,85.67,1.277,69.429,523.563,681.86
2020-08-21,30.907,93.107,1.24,42.121,593.979,693.794
2020-08-22,35.263,93.702,1.166,44.101,713.506,983.025
2020-08-23,32.034,82.329,1.747,65.534,422.934,967.405
2020-08-24,33.034,87.123,2.684,77.556,700.856,886.904
2020-08-25,29.896,73.938,1.494,65.606,494.769,952.038
2020-08-26,33.118,81.431,1.965,62.214,434.811,893.244
2020-08-27,32.187,72.467,1.681,75.086,526.329,987.131
2020-08-28,34.488,79.712,2.775,45.602,493.975,506.185
2020-08-29,34.621,85.083,1.095,63.441,650.907,412.933
2020-08-30,30.821,71.258,2.601,57.307,719.068,869.239
2020-08-31,35.093,71.964,2.466,56.031,458.37,458.829
2020-09-01,33.007,83.281,1.076,48.142,427.844,776.095
2020-09-02,34.267,82.11,1.527,78.765,699.052,401.092
2020-09-03,29.359,81.773,2.804,74.413,574.203,756.807
2020-09-04,28.215,91.867,2.705,67.871,425.711,577.62
2020-09-05,32.706,72.805,1.565,47.219,409.568,381.119
2020-09-06,31.09,91.683,2.985,44.104,796.214,790.682
2020-09-07,31.857,87.012,1.773,79.487,559.929,790.983
2020-09-08,31.754,78.27,2.271,56.096,654.947,285.697
2020-09-09,32.179,93.417,1.229,55.439,701.046,978.84
2020-09-10,31.867,74.892,2.24,78.275,582.086,305.869
2020-09-11,28.869,73.708,1.504,75.344,712.862,458.858
2020-09-12,29.75,74.261,1.441,50.943,563.294,574.904
2020-09-13,33.228,91.148,1.807,62.914,703.042,352.577
2020-09-14,35.121,72.61,2.485,55.48,742.292,670.119
2020-09-15,33.361,79.551,2.67,78.408,695.35,583.375
2020-09-16,31.542,86.17,1.388,63.474,524.119,232.084
2020-09-17,33.317,74.317,1.884,73.862,636.028,364.176
2020-09-18,32.919,82.125,1.697,70.112,474.651,433.205
2020-09-19,35.179,86.114,1.567,43.069,496.219,685.878
2020-09-20,28.673,83.663,2.64,67.968,454.043,769.829
2020-09-21,32.713,81.202,1.178,71.591,483.777,793.159
2020-09-22,35.836,83.519,2.518,43.963,540.94,511.732
2020-09-23,33.916,91.108,1.452,67.747,539.086,893.725
2020-09-24,28.715,80.01,1.302,49.553,461.0,893.363
2020-09-25,28.874,86.738,2.583,58.542,661.601,993.945
2020-09-26,31.465,84.696,1.976,75.0,768.191,497.773
2020-09-27,30.989,77.685,1.101,69.846,681.051,627.954
2020-09-28,32.49,91.972,2.948,65.861,679.664,536.171
2020-09-29,33.483,94.056,2.24,73.544,480.346,872.219
2020-09-30,29.706,92.785,1.567,61.196,475.677,292.109
2020-10-01,30.536,94.322,2.828,56.43,473.58,636.859
2020-10-02,31.372,88.445,2.083,73.693,622.586,529.259
2020-10-03,35.083,82.736,2.951,76.95,761.285,836.517
2020-10-04,34.077,78.649,2.09,68.869,603.256,906.998
2020-10-05,32.21,76.855,2.042,48.804,643.426,204.467
2020-10-06,35.915,78.955,2.027,61.992,773.831,566.125
2020-10-07,32.853,82.946,2.553,71.104,757.445,448.641
2020-10-08,31.902,74.872,2.846,50.791,761.143,757.88
2020-10-09,31.552,88.875,1.581,47.69,724.798,813.663
2020-10-10,35.79,79.301,1.904,68.816,585.21,538.985
2020-10-11,33.442,86.384,1.011,53.253,739.438,705.279
2020-10-12,29.695,86.631,1.817,51.953,732.823,566.389
2020-10-13,33.095,71.149,1.036,65.928,510.478,916.534
2020-10-14,28.773,91.403,2.266,62.416,421.626,870.489
2020-10-15,29.503,89.617,1.703,79.748,483.189,303.249
2020-10-16,35.181,91.708,2.428,43.83,576.227,281.705
2020-10-17,31.149,72.642,2.625,54.065,667.159,368.739
2020-10-18,31.68,84.648,1.813,43.64,760.111,677.345
2020-10-19,32.147,86.602,2.526,56.208,435.585,985.982
2020-10-20,30.768,86.834,2.712,69.147,586.412,246.898
2020-10-21,32.808,72.335,1.938,70.485,451.586,811.804
2020-10-22,34.974,76.172,1.976,77.219,445.423,227.122
2020-10-23,34.119,87.074,2.684,79.459,521.732,965.937
2020-10-24,32.707,71.623,1.68,57.985,709.938,453.897
2020-10-25,35.472,90.061,1.245,73.425,438.164,678.662
2020-10-26,33.037,89.805,2.583,58.204,650.818,493.793
2020-10-27,32.054,81.387,2.728,67.094,561.308,270.894
2020-10-28,32.0,72.877,1.301,53.868,598.732,628.834
2020-10-29,34.738,73.377,2.58,67.911,651.608,540.509
2020-10-30,31.619,80.402,2.936,62.5,594.614,715.056
2020-10-31,28.72,80.071,2.215,48.868,738.695,892.191
2020-11-01,35.995,79.945,2.616,52.527,585.326,664.95
2020-11-02,31.839,76.912,1.561,56.555,426.075,607.388
2020-11-03,32.903,86.384,1.218,59.51,432.101,218.044
2020-11-04,28.479,71.761,1.573,73.402,604.467,689.678
2020-11-05,34.662,72.761,1.134,72.076,667.323,990.643
2020-11-06,33.426,86.261,1.093,79.311,580.309,307.939
2020-11-07,31.77,91.382,2.699,40.507,645.789,758.438
2020-11-08,32.921,88.717,2.477,67.218,442.445,526.685
2020-11-09,28.007,79.448,2.345,66.428,458.178,544.135
2020-11-10,30.382,73.989,2.758,43.164,764.831,701.263
2020-11-11,30.688,85.716,1.859,74.869,694.294,477.303
2020-11-12,35.129,89.109,2.538,56.384,479.524,299.351
2020-11-13,30.749,74.144,2.679,71.655,545.455,897.133
2020-11-14,33.28,82.533,2.327,70.718,571.637,209.486
2020-11-15,35.136,74.627,1.289,65.376,760.357,656.739
2020-11-16,28.751,94.289,1.272,54.533,503.118,743.497
2020-11-17,33.246,71.214,2.051,60.247,516.028,369.101
2020-11-18,35.545,79.988,1.041,54.463,546.459,369.035
2020-11-19,33.935,94.951,1.122,47.869,789.158,542.438
2020-11-20,28.065,77.34,2.41,64.694,491.235,911.531
2020-11-21,31.714,92.705,1.168,62.593,562.711,739.587
2020-11-22,31.094,91.278,2.357,43.829,738.921,216.931
2020-11-23,29.148,87.214,1.051,79.369,420.007,864.435
2020-11-24,33.643,94.969,2.233,41.523,621.121,201.219
2020-11-25,28.425,93.57,2.705,64.065,684.446,894.468
2020-11-26,35.395,84.911,2.37,60.951,793.164,961.67
2020-11-27,29.07,90.376,2.799,65.852,432.371,509.649
2020-11-28,30.708,94.614,1.258,44.287,592.548,330.454
2020-11-29,28.022,94.322,1.166,40.036,757.75,371.868
2020-11-30,28.948,90.514,2.629,56.733,724.435,767.751
2020-12-01,29.42,77.92,1.715,73.216,477.791,612.626
2020-12-02,35.487,86.69,2.486,66.264,563.938,984.888
2020-12-03,35.393,85.545,1.247,66.222,634.411,529.308
2020-12-04,31.891,73.981,2.816,77.008,759.693,961.296
2020-12-05,30.137,87.224,2.644,68.188,697.932,237.631
2020-12-06,32.64,72.132,1.126,61.656,669.496,864.325
2020-12-07,32.669,92.834,2.292,68.892,656.719,946.262
2020-12-08,32.763,76.871,1.673,66.888,638.783,965.688
2020-12-09,34.103,79.333,2.772,51.955,404.001,976.586
2020-12-10,33.885,74.09,2.143,71.197,514.295,940.693
2020-12-11,30.977,93.474,1.953,58.445,477.194,938.373
2020-12-12,32.038,78.654,1.239,50.877,605.571,988.731
2020-12-13,35.89,71.062,1.672,58.08,792.928,941.005
2020-12-14,35.415,71.429,2.574,79.682,684.365,301.993
2020-12-15,32.344,78.323,2.013,70.609,436.618,380.309
2020-12-16,34.15,84.81,1.691,43.325,741.557,916.579
2020-12-17,28.416,71.756,1.758,69.12,449.428,241.579
2020-12-18,31.281,83.025,2.864,69.131,545.765,936.141
2020-12-19,30.235,77.752,2.12,78.089,677.256,791.441
2020-12-20,34.204,72.068,2.336,45.16,690.379,895.944
2020-12-21,28.169,79.787,2.253,74.838,531.078,709.905
2020-12-22,33.908,94.296,2.887,40.919,411.246,423.202
2020-12-23,29.445,88.926,1.567,65.822,461.405,472.847
2020-12-24,29.141,92.299,1.542,76.536,797.045,204.923
2020-12-25,30.749,79.458,2.495,59.636,606.508,786.515
2020-12-26,29.911,82.036,1.209,61.363,682.506,312.35
2020-12-27,34.568,92.2,2.892,79.193,687.985,667.698
2020-12-28,33.967,71.395,1.675,72.609,727.807,605.395
2020-12-29,29.536,86.593,2.14,52.589,574.357,202.047
2020-12-30,28.675,75.847,2.716,70.027,687.705,816.247
2020-12-31,34.153,74.969,1.408,68.397,754.388,537.437
2021-01-01,28.631,80.815,1.172,68.851,658.382,794.315
2021-01-02,32.704,79.581,2.939,58.418,573.786,667.348
2021-01-03,28.555,83.805,2.619,50.391,752.483,636.773
2021-01-04,31.111,73.493,1.438,78.755,537.561,471.355
2021-01-05,28.822,86.077,2.758,42.274,604.443,800.769
2021-01-06,29.502,83.423,1.176,69.82,417.799,209.06
2021-01-07,30.841,87.941,1.875,71.355,681.588,951.803
2021-01-08,30.972,94.304,2.365,52.023,776.605,710.389
2021-01-09,30.514,92.295,2.03,79.493,577.744,332.901
2021-01-10,30.42,90.175,1.774,44.511,516.071,506.545
2021-01-11,28.575,70.36,1.395,72.225,441.709,470.375
2021-01-12,33.485,71.528,2.113,75.795,576.364,236.355
2021-01-13,35.06,75.945,1.802,41.81,609.001,966.041
2021-01-14,35.631,77.242,1.562,47.415,544.993,827.193
2021-01-15,31.982,77.195,2.871,58.799,473.878,321.432
2021-01-16,30.775,93.894,2.825,70.193,570.943,226.974
2021-01-17,34.908,89.382,1.737,63.757,403.135,690.317
2021-01-18,31.116,86.71,1.705,43.177,454.404,900.373
2021-01-19,33.338,79.948,1.889,45.354,471.004,287.144
2021-01-20,31.473,71.345,1.693,59.411,668.96,476.293
2021-01-21,28.501,86.502,2.522,53.364,725.553,961.521
2021-01-22,32.982,91.38,1.746,48.339,466.861,515.383
2021-01-23,31.189,88.873,1.448,47.063,427.339,209.422
2021-01-24,28.975,82.078,2.515,63.785,668.186,422.351
2021-01-25,34.456,76.211,1.197,65.623,653.042,730.896
2021-01-26,35.303,85.007,1.82,79.695,746.363,508.754
2021-01-27,30.329,84.445,1.112,74.052,522.858,231.445
2021-01-28,28.076,82.714,2.962,77.15,543.188,326.041
2021-01-29,33.115,79.36,1.132,40.3,744.408,302.302
2021-01-30,34.892,86.991,1.817,41.367,541.15,845.616
2021-01-31,30.887,91.928,1.411,45.139,796.749,333.416
2021-02-01,34.211,70.434,2.081,61.893,585.558,347.614
2021-02-02,28.149,71.464,2.81,59.777,470.237,852.016
2021-02-03,31.617,84.312,1.525,62.29,640.389,584.178
2021-02-04,32.226,91.741,2.455,70.256,612.156,724.063
2021-02-05,31.457,86.042,2.989,45.116,444.173,379.099
2021-02-06,35.152,92.75,2.61,49.524,563.868,386.13
2021-02-07,29.774,94.479,2.807,59.703,400.397,509.336
2021-02-08,30.785,78.577,1.91,69.3,513.866,585.124
2021-02-09,31.795,79.689,1.58,59.243,709.4,501.954
2021-02-10,29.716,93.029,1.772,78.799,792.922,519.026
2021-02-11,31.984,85.892,1.842,71.907,648.873,978.007
2021-02-12,31.43,73.366,2.656,78.321,481.799,560.666
2021-02-13,31.571,93.28,2.648,74.692,461.778,961.201
2021-02-14,35.864,91.964,1.693,43.853,456.405,490.997
2021-02-15,31.892,89.239,2.249,53.483,793.964,887.612
2021-02-16,34.543,83.574,1.437,67.501,736.137,751.86
2021-02-17,30.237,70.19,1.95,73.011,793.234,885.767
2021-02-18,35.742,80.272,2.22,50.652,441.626,641.489
2021-02-19,35.149,94.508,1.099,78.446,597.157,467.909
2021-02-20,32.905,75.247,2.15,45.538,691.514,319.504
2021-02-21,28.839,83.871,1.154,78.531,584.423,866.857
2021-02-22,30.677,87.698,2.599,49.385,454.093,720.233
2021-02-23,31.917,80.681,1.548,66.38,658.407,996.896
2021-02-24,28.05,76.988,1.355,56.786,420.874,981.411
2021-02-25,29.797,87.106,1.295,55.92,458.357,886.368
2021-02-26,33.931,88.62,1.38,76.188,788.467,897.324
2021-02-27,29.695,78.712,2.532,66.715,586.692,734.147
2021-02-28,35.427,92.812,2.776,57.096,708.048,475.297
2021-03-01,28.064,71.319,1.295,52.969,622.323,761.422
2021-03-02,29.626,81.311,1.872,66.497,643.544,340.599
2021-03-03,35.824,84.059,1.046,51.723,746.994,976.546
2021-03-04,34.076,89.957,2.508,73.879,460.267,837.375
2021-03-05,32.867,73.288,2.109,77.116,449.889,284.769
2021-03-06,34.608,92.733,1.41,74.357,658.627,416.051
2021-03-07,29.891,86.212,2.64,44.945,631.219,348.038
2021-03-08,35.555,91.957,1.682,79.076,436.214,937.221
2021-03-09,35.328,82.791,1.097,66.169,632.548,748.95
2021-03-10,30.334,89.915,1.471,64.669,749.319,554.642
2021-03-11,32.509,75.672,1.149,69.342,581.224,587.718
2021-03-12,31.137,88.609,1.464,60.918,761.784,318.242
2021-03-13,29.162,76.768,1.278,78.204,588.293,989.284
2021-03-14,34.398,71.754,1.209,79.902,777.65,273.534
2021-03-15,33.954,94.477,1.202,78.738,553.502,400.416
2021-03-16,33.839,87.179,2.515,67.053,750.22,860.633
2021-03-17,32.762,93.425,1.769,68.589,479.847,575.953
2021-03-18,35.002,81.641,2.459,49.675,702.332,323.121
2021-03-19,32.226,85.271,2.323,46.674,731.784,513.023
2021-03-20,31.419,93.467,1.208,47.083,530.507,547.175
2021-03-21,29.288,70.639,2.236,48.318,710.181,546.453
2021-03-22,35.313,81.948,1.481,41.358,671.011,377.689
2021-03-23,35.834,78.95,1.909,64.984,653.521,781.752
2021-03-24,33.477,83.738,2.886,66.851,797.894,620.135
2021-03-25,31.294,87.868,1.999,70.463,576.908,818.364
2021-03-26,28.795,79.477,2.941,74.576,585.522,259.736
2021-03-27,29.106,70.604,2.967,72.486,797.423,615.843
2021-03-28,35.143,88.488,1.298,44.045,630.973,653.136
2021-03-29,30.878,85.097,1.936,73.466,779.923,955.092
2021-03-30,31.122,83.638,2.38,74.928,430.369,323.848
2021-03-31,30.756,86.996,1.496,51.735,661.273,873.398
2021-04-01,31.523,93.141,1.471,57.611,558.951,629.161
2021-04-02,35.513,76.623,1.08,55.669,700.606,778.335
2021-04-03,31.631,77.38,2.691,50.13,421.359,711.379
2021-04-04,28.508,75.753,1.573,78.888,608.692,545.162
2021-04-05,31.685,85.72,1.619,67.606,662.311,498.665
2021-04-06,35.231,90.755,2.144,56.679,440.362,269.335
2021-04-07,31.678,94.837,1.619,53.935,732.998,353.807
2021-04-08,29.988,76.242,1.018,46.722,652.767,579.351
2021-04-09,33.085,87.669,1.745,62.862,492.173,548.202
2021-04-10,29.422,82.123,2.93,79.043,538.385,593.261
2021-04-11,30.473,81.548,1.19,54.775,477.37,577.662
2021-04-12,35.819,85.504,2.551,79.782,682.451,293.438
2021-04-13,31.188,90.608,1.456,46.289,494.401,523.383
2021-04-14,34.282,81.112,1.448,77.702,664.129,896.91
2021-04-15,33.529,89.515,1.076,60.527,781.804,416.105
2021-04-16,34.403,77.131,1.866,52.492,501.824,393.72
2021-04-17,32.903,88.341,2.241,44.681,791.479,594.357
2021-04-18,33.615,71.829,1.901,59.366,745.378,661.82
2021-04-19,34.643,83.184,2.557,48.509,601.233,602.346
2021-04-20,31.294,86.936,2.864,49.298,585.671,947.603
2021-04-21,29.236,70.049,1.224,72.809,457.984,860.361
2021-04-22,29.104,79.111,1.029,52.03,457.9,593.39
2021-04-23,34.843,73.571,2.26,76.941,442.127,599.114
2021-04-24,34.377,91.401,1.943,57.077,542.242,328.318
2021-04-25,32.868,80.049,2.934,56.322,481.078,707.989
2021-04-26,28.278,79.814,1.684,62.326,779.127,841.565
2021-04-27,30.285,79.494,1.234,52.806,583.327,824.452
2021-04-28,32.243,84.414,2.313,69.277,748.04,514.895
2021-04-29,35.018,85.135,2.958,68.383,664.405,600.481
2021-04-30,28.196,86.525,2.169,58.117,465.218,422.704
2021-05-01,30.803,73.898,1.675,55.641,664.641,416.641
2021-05-02,34.314,83.132,2.876,54.614,451.536,252.184
2021-05-03,28.346,75.628,2.587,53.47,518.982,659.19
2021-05-04,29.402,77.545,2.52,69.682,704.693,753.656
2021-05-05,32.552,92.008,1.939,58.507,722.116,393.469
2021-05-06,29.292,88.266,1.997,41.754,548.948,440.985
2021-05-07,28.347,83.798,1.557,61.552,488.794,744.505
2021-05-08,30.564,79.973,2.176,46.76,483.054,448.356
2021-05-09,29.086,90.257,2.338,57.045,691.691,719.106
2021-05-10,30.291,89.861,2.618,52.473,634.511,334.804
2021-05-11,29.705,74.879,1.415,63.644,564.88,429.899
2021-05-12,32.577,70.151,1.693,69.73,756.543,634.023
2021-05-13,33.592,87.468,2.795,61.496,411.809,789.728
2021-05-14,34.168,91.249,1.819,63.904,425.899,829.021
2021-05-15,33.556,70.901,1.989,56.734,708.399,774.035
2021-05-16,30.89,84.73,1.865,58.011,799.368,994.311
2021-05-17,33.636,94.759,2.644,75.548,665.133,733.641
2021-05-18,34.249,79.755,1.157,67.435,627.56,324.303
2021-05-19,28.352,74.869,1.277,77.874,774.79,591.782
2021-05-20,35.97,91.916,1.211,57.912,775.674,263.281
2021-05-21,31.659,81.791,1.131,51.822,458.199,530.095
2021-05-22,35.65,73.372,2.102,52.647,762.962,786.704
2021-05-23,31.053,72.322,1.745,43.43,500.816,338.398
2021-05-24,32.675,76.293,2.156,47.89,494.388,487.699
2021-05-25,35.173,94.553,2.9,58.845,661.156,528.165
2021-05-26,30.753,85.112,1.025,58.301,528.302,909.063
2021-05-27,29.434,78.711,1.744,64.987,759.106,563.783
2021-05-28,34.216,74.48,2.444,63.41,792.054,868.085
2021-05-29,31.727,85.051,1.364,77.822,462.219,908.949
2021-05-30,29.442,91.528,1.626,56.513,790.801,855.057
2021-05-31,35.407,80.633,1.96,43.692,792.358,227.027
2021-06-01,28.8,94.737,1.508,69.13,796.84,730.028
2021-06-02,30.195,77.447,1.347,52.974,762.04,920.146
2021-06-03,32.54,86.515,2.708,68.032,700.717,774.41
2021-06-04,31.957,72.48,1.761,53.431,616.463,550.276
2021-06-05,29.666,82.508,1.211,46.919,497.838,358.653
2021-06-06,29.64,79.219,1.883,48.982,551.335,879.432
2021-06-07,31.435,92.444,2.92,51.016,493.96,828.667
2021-06-08,33.145,83.725,2.756,52.738,765.677,953.38
2021-06-09,30.868,71.834,1.598,49.215,598.193,836.581
2021-06-10,35.734,93.837,2.922,62.576,796.429,611.003
2021-06-11,35.993,71.827,1.531,57.784,447.305,323.123
2021-06-12,34.784,71.419,1.172,47.922,689.84,377.627
2021-06-13,35.974,92.376,2.631,62.763,524.123,921.662
2021-06-14,33.54,94.381,2.1,75.635,513.423,895.564
2021-06-15,35.525,94.314,2.777,50.471,608.463,618.83
2021-06-16,32.32,76.594,2.343,64.889,501.144,381.059
2021-06-17,33.664,73.619,2.83,70.584,496.578,955.813
